V0,V1,pol
TRAZYQU128F934AC32,SOZXJQK12AB018547A,0.0
TRAZYET12903CEC75F,SOTGRAB12A6D4FA555,0.0
TRAZYYE128F1456A0E,SOFDVPO12A6D4F703C,0.0
TRAZYJO128F42AF4B5,SOQLWTW12A8C13EA1F,0.0
TRAZYZQ128F146653D,SOGKJVN12A6D4F7C75,0.0
TRAZYWB128F92C3AC0,SOFUPPL12A8C143A06,0.0
TRAZYFD128F42A0A51,SOFAKTP12A8C13D296,0.0
TRAZYVR128F4280A24,SOQZBVF12A8C13813A,0.0
TRAZYBC128F4214A10,SOQUEMR12A6D4FAD07,0.0
TRAZYFP128F9336BD6,SOHKTJX12AB0185A8D,0.0
TRAZAVZ128F428ABFC,SOLANWU12A8C141D4D,0.0
TRAZACR128F424CBEB,SOISUCV12A8C133542,0.0
TRAZAIT128F429B8F6,SOSNWQV12A8C13B736,0.0
TRAZASN128F427DB44,SOEYPBL12A8C1357C7,0.0
TRAZANO128F429A795,SOAERZM12A8C13CA55,0.0
TRAZAAA128F149040E,SORIZXJ12A6D4FB83C,0.0
TRAZAOK128F9324C9B,SOAOYFX12AB018686C,0.0
TRAZAKG12903CF8157,SOROOHN12A8C13AE44,0.0
TRAZACV128F426983D,SOOFAMF12A6D4F5D2F,0.0
TRAZAEV128F92E9DDA,SOGFVYV12A58A7E25C,0.0
TRAZASM128F932FBEE,SOAWCYO12A8151DF97,0.0
TRAZABX128F92E1637,SOBFWMT12AAA8C5AC5,0.0
TRAZBPE128F936741A,SOJIURA12AB018989C,0.0
TRAZBAF128F93097CA,SOXGKJJ12AB0183C53,0.0
TRAZBZW128F934BCE0,SOJDQMV12AB0182752,0.0
TRAZBMA128F931F6C2,SOHVIKX12A58A7D0ED,0.0
TRAZBYT128F93351CF,SOIGZOE12AB017F37D,0.0
TRAZBBP128E07845D4,SOODJPE12AB01815F8,0.0
TRAZBRT128F9305CE3,SOGOAGM12AB017E99E,0.0
TRAZBNG128F14A53FC,SOKFUPW12A6D4FB2BB,0.0
TRAZBCD128F426EB2F,SOGRGML12A8C136D75,0.0
TRAZBQW128F9306FD2,SOUGKFV12AB0184F4B,0.0
TRAZBJZ128F932B37B,SOLTJIM12A3F1EAEE1,0.0
TRAZBBM128F9335F10,SOAUCRB12AB0181238,-0.0012543855376555904
TRAZNHH12903CE2533,SOBHWFA12AB018E88D,0.0
TRAZNZQ128F92E08FF,SOQFBNJ12AB017FFD0,0.0
TRAZNDI128F9321777,SOQXUCZ12AB0187B3C,0.0
TRAZNTJ128F9311896,SOLZJMM12AB0182830,0.0
TRAZNRY12903CE48D3,SOCAHVE12AC3DFA206,0.0
TRAZNFE128F92E49BF,SOEWNIU12A58A7B68B,0.0
TRAZNLT128F4264189,SOBXRGX12A8C138B59,0.0
TRAZNMD128F4295DBB,SOBGEJO12A8C1402F3,0.0
TRAZNLA128F930A44E,SODANYE12AB0182941,0.0
TRAZNDU128F42B64EE,SOHVUVA12A8C13E1A9,0.0
TRAZNAE128F4295D9C,SORGFZA12A8C13EF1E,0.0
TRAZNKG12903CDCF8A,SOMVWOV12AAF3B3883,0.0
TRAZNQI12903C9F8FC,SOMUGVG12AB0188002,0.0
TRAZNGB128F425A305,SOXNVDF12A8C1343BA,0.0
TRAZNPQ128F9325E16,SOKYMFL12AF72A25AA,0.0
TRAZNDO12903CF3CE6,SOJTLYI12A58A7B730,0.0
TRAZSOV128F1487CA4,SOMWBPP12A6D4F7B23,0.0
TRAZSZD128F424AA49,SOAVSMQ12A8C1326AC,0.0
TRAZSPX128F4275112,SOPXSEX12A8C13E4CE,0.0
TRAZSBF128F933BBCA,SOFGKES12AB018930D,0.0
TRAZSPF128F93075C2,SOXOLXL12AB0180979,0.0
TRAZSVJ128E0785129,SOBZIBE12A58A7FF40,0.0
TRAZSDB128F148726F,SOWHJWV12A6D4F843E,0.0
TRAZSWV12903CB7370,SOPUSHG12AB0185454,0.0
TRAZSJF12903CB2B42,SOQSAXZ12AB0186CE8,0.0
TRAZSGY128F930C0B9,SOHMJRA12AB0186A48,0.0
TRAZSBD128F14A27AB,SOWWUUZ12A6D4FA8CA,0.0
TRAZSFV128F14806FE,SOAWIMZ12A6D4F7755,0.0
TRAZSEY128F424C12B,SOSBLDO12A8C13792D,0.0
TRAZSJY128F92CCEA0,SOBNBUT12A8C1444F3,-0.0062068192274432905
TRAZSVT128F92DEC7B,SOYVZLL12AAF3B2276,0.0
TRAZSRJ128F4216E54,SOAZUSH12A58A7A561,0.0
TRAZSCZ128F42554F4,SOHLXPY12A8C1319B6,0.0
TRAZSUJ128F4243934,SOPHQUV12A8C130BF8,0.0
TRAZSIN128F9352D39,SOBKZAH12AB01849A1,0.0
TRAZSRV128F1452866,SOTBMWN12A6D4F58CD,0.0
TRAZFMG128F4255C6A,SOLVDDZ12A8C13570B,0.0
TRAZFJI128EF357F94,SOVNIAU12A6D4F7C63,0.0
TRAZFZS128F4272A31,SOABYBF12A8C138A09,0.0
TRAZFYU128F93569C6,SOLAFCK12AB0187E57,0.0
TRAZFPJ128F428A40F,SOJOICW12A8C13B533,0.0
TRAZFKN128F4250CD4,SOWRHSP12A58A77A73,0.0
TRAZFJL12903CEA19A,SOUYBZV12AC468E677,0.0
TRAZFEX12903CDCF88,SOYHMPJ12AAF3B387B,0.0
TRAZFAV128F92F1459,SOXAWVI12AAF3B5338,0.0
TRAZDEN128F4276BA9,SOCLEZT12A8C13CE4A,0.0
TRAZDHN12903CB7532,SOOIAPQ12AB018E44A,0.0
TRAZDGU128F4234A91,SOWWTHH12A81C237FE,0.0
TRAZDOM128F933DBB2,SOHLFGQ12AB0186CAD,0.0
TRAZDPO128E078ECE6,SOHTQAS12A6701C7BA,0.0
TRAZDQQ128F93590E2,SOJAKEW12AB017D93A,-0.06026170798898073
TRAZDAV128F42A6515,SODLBPC12A8C13E618,0.0
TRAZDKY128F4235130,SOKJNAP12A81C22CAA,0.0
TRAZDHL12903CBBB4B,SOTCXIY12AB0183D7A,0.0
TRAZDTT128F9346306,SOJZXAM12AB0180ED6,0.0
TRAZDYL128F9317B92,SOIDULJ12AB017BDBA,0.0
TRAZDUL128F92EBFC4,SODNUZL12AB017B1E8,0.0
TRAZDGW128F424A4A3,SODFTEM12AF72A8D40,0.0
TRAZEYQ12903C9D099,SOGMQYW12AB018C302,0.0
TRAZEQU128F42926FD,SOSJWRY12A8C1416DB,0.0
TRAZEDS128F14836FE,SOYNMFH12A6D4F50E2,0.0
TRAZEEP128F4268B8C,SORJXMA12A8C13924B,0.0
TRAZEGM128F42AD0EB,SOYWESB12A8C1412F3,0.0
TRAZEZW128F930F4FF,SOQHNCH12A8C13DDFC,0.0
TRAZEFH128F4276468,SOMABKL12A8C138314,0.0
TRAZEZT12903CBD3CA,SOUPORI12AB0189C84,0.0
TRAZEJN12903CC5E4A,SOCQBOB12A67AE23D8,-0.10416666666666666
TRAZEBG128F1456D2E,SOLCNJN12A6D4F7740,0.0
TRAZEMT128F424C939,SOAKPEL12A6D4FC126,0.0
TRAZLVR128E078F044,SOKIDZN12A67020D2D,0.0
TRAZLSQ128F424ADE8,SOKCXFJ12A8C1350EC,0.0
TRAZLTA128F425510D,SOLPZUJ12A81C21413,0.0
TRAZLFL12903CCE70E,SOYGZPA12AB0188EF2,0.0
TRAZLLR128F42A8DCC,SOKROPT12A8C141885,0.0
TRAZLZS128F425323D,SOHZDWZ12A8C136FBD,0.0
TRAZLXH12903CF7D51,SORLYBE12AF72AD168,0.0
TRAZLHI128F427A408,SOPHUZW12A58A7BD02,0.0
TRAZLIO128F92F1DB0,SODKZHX12AB0180CC7,0.0
TRAZLFO12903CB6C0B,SOYCYPP12AB0185E21,0.0
TRAZLCH12903CE3D6D,SOAYSDV12AB0186EE0,0.0
TRAZLWP128F428F3C1,SOLVMKY12A8C13A5AE,0.0
TRAZLIS128F1486F43,SOZVWSE12A6D4F7ADA,0.0
TRAZLOO12903CA475D,SODSIZV12AB018A3AB,0.0
TRAZLCL128F92F0A89,SOZAJPJ12AAF3B3872,0.0
TRAZLFE128F4247436,SOHTTCC12A8C134381,0.0
TRAZPYG128F4288AC3,SOTETFB12A8C13BDE9,0.0
TRAZPQE12903CEDBDD,SOCBINM12AC468678F,0.0
TRAZPRP128F9336CE9,SOMBHKR12A58A7CAD3,0.0
TRAZPMW12903CFAC16,SOEDKVK12AC468B6B5,0.0
TRAZPKX128F930BCB9,SORYGBM12AB0186F25,0.0
TRAZPJO12903CB4EA6,SOZSRHD12AB0189A2C,0.0
TRAZWSN12903CD494F,SOUALWG12AB0188588,0.0
TRAZWEI128F92FD924,SOMVCFU12A8C141903,0.0
TRAZWDT128F4241B14,SOMRFYQ12A8C1325B2,0.0
TRAZWWP128F147EB03,SOKQHTW12A6D4F95B3,0.0
TRAZWFF128F42508A6,SOXXEJT12A58A7D55E,0.0
TRAZWBZ128F9338D12,SOMRXYJ12AB0185687,0.0
TRAZWTT128F935AA16,SOXMWPM12AB0185A0A,0.0
TRAZWLK12903CC49A2,SOIPQBF12AB018C890,0.0
TRAZWPP128F92E11A7,SOWTTOG12A8C13ED7C,0.0
TRAZWGK128F93141E3,SOTKNLA12AB01826E7,0.0
TRAZWGV128F425DA7C,SOWMQNJ12A8AE471EE,0.0
TRAZZIP128F429BF42,SOZMQND12A58A7DBE1,0.0
TRAZZSV128F428EDC8,SOCJJDX12A8C13E745,0.0
TRAZZXH128F933D2BA,SOBYHQA12AB0185B69,0.0
TRAZZFT128F9330615,SODFGNK12AB0184C02,0.0
TRAZZWL128F4239037,SOOXNKG12A58A7C6BC,0.0
TRAZZOQ12903CDDCB6,SOOIAPL12AB018C4FE,0.0
TRAZZWQ12903CE8986,SOJIVAI12AC468E08E,0.0
TRAZZON128F930D2DC,SOPQXKA12AB01861CA,0.0
TRAZZQC128F427A0F5,SOTOMJM12A8C134AA2,0.0
TRAZZLJ128E07945F2,SOXMMST12AB017F420,0.0
TRAZZYK128F145E683,SOSZDPD12A6D4F6ECA,0.0
TRAZZAY128F9330067,SOQATPT12AB0189A22,0.0
TRAZGIL128E0793F9B,SOCHSZG12A6D4F7CD7,0.0
TRAZGSW128F931CD12,SOFQVYJ12AB017FBBF,0.0
TRAZGVI128F14A5400,SOWKEFC12A6D4FB2BE,0.0
TRAZGIF128F934522F,SOTOZVC12AB01870D1,0.0
TRAZGAC128F4255C45,SODTFNP12A8C1383EE,0.0
TRAZGQQ128F4278C1A,SOMBTZH12A8C13BB75,0.0
TRAZGOL12903CF396D,SODCSUB12AC90716E6,0.0
TRAZTSO128F425E2BB,SOPDZXV12A58A77173,0.0
TRAZTHP128F145849C,SOLRAOY12A6D4F7452,0.0
TRAZTEK128F145C90E,SOJIGFG12A6D4F7781,0.0
TRAZTWI128F424CF73,SOSXSPA12A58A7C152,0.0
TRAZTJP128F932D96B,SOXDCWZ12AB0184FF6,0.0
TRAZTJH12903CC5137,SOKZYNC12AB01869B2,0.0
TRAZTBZ12903CFB6DA,SONQCXQ12AB017BBAE,0.0
TRAZKTZ128F425C690,SOTFEMQ12A8C13713C,0.0
TRAZKPM12903CE9664,SOHZTTU12AB0188323,0.0
TRAZKBJ128F931A3ED,SOKECHN12AB0185200,0.0
TRAZKXE128F149437C,SODHQLP12A6D4FA6FA,0.0
TRAZKCX128F4288F26,SOOGPJF12A8C13F9EF,0.0
TRAZKDD12903CC8328,SOTQJBV12AB018A0A9,0.0
TRAZKJU128F92C972A,SOZMHAO12A8C141C2A,0.0
TRAZKAG12903CD1918,SOKAVYA12AB0188454,0.0
TRAZKIS12903CEED76,SOTUDJY12AC9070E78,0.0
TRAZKOL128F4234128,SOOYYGD12A8C131830,0.0
TRAZKAN128F92D5EB4,SOJFLGV12A8C141AB3,0.0
TRAZQAY128F421AFF5,SOETKNB12A6D4FCC6A,0.0
TRAZQTY12903CEDACC,SOKZRVN12A8C13F948,0.0
TRAZQET128F42A0449,SOAIOOJ12A8C1385D2,0.0
TRAZQQV128F428BAB5,SONZCGY12A8C1403C1,0.0
TRAZQBG12903C9CE49,SOUNBSH12AB01888C0,0.0
TRAZQRN128F426F725,SOKDCSL12A8C13B736,0.0
TRAZQWR128F147DA35,SOGNPYN12A6D4F9078,0.0
TRAZQPN128F42AA894,SOBOUAF12A8C13CE4A,0.0
TRAZQRJ128F932EAB6,SOTWXMH12AB0180E01,0.0
TRAZQCL128F428973A,SORYYCT12A8C13FFAE,0.0
TRAZQJC128F9353DA3,SOANMAB12AF72A2AAD,0.0
TRAZUDX12903CA9284,SOOZVPD12AB018A3DF,0.0
TRAZURS128F14A1CD2,SOTMCZC12A6D4FBD74,0.0
TRAZUVU128F42BABF4,SOMULQW12A6D4F6371,0.0
TRAZUKY128F426C8BC,SOKGWST12A8C13971B,0.0
TRAZUMV128F930AD43,SOTIJLO12AB018066C,0.0
TRAZUUL128F92EBBBF,SOQKDST12AB017E321,0.0
TRAZUYY128F4280219,SOYMDFH12A8C13CEEF,0.0
TRAZUVG128F930EDC9,SOMMDLC12AB0184BEE,0.0
TRAZUOG128F4259EAA,SOFMGPZ12A8C1383B1,0.0
TRAZUSD128EF353216,SOIQNTY12A6D4F5FE9,0.0
TRAZUSS128F92FD081,SOZMZZO12AB0180F1B,0.0
TRAZUTC128F4290BE3,SOTXWVG12A8C13BDFC,0.0
TRAZUFA12903CC0663,SOXXODX12A8C13F040,0.0
TRAZUVK12903C9ACBA,SOEDFSM12AB0187587,0.0
TRAZUVR128F9306DA9,SOPPYJL12A8C1436F7,0.0
TRAZUBN128F426F002,SOUUQYO12A8C13A285,0.0
TRAZUZS128F4242F76,SOZKQWY12A6D4FA5E6,0.0
TRAZVFJ128F9310CE2,SOMLGKF12AB017DF3C,0.0
TRAZVZJ128F92EF28A,SOQYKUT12A8C143BC7,-0.1741046831955923
TRAZVVV128F428A033,SOVRPJN12A8C1399AE,0.0
TRAZVSQ12903CF4EBE,SOJQLDK12AC468E6C5,0.0
TRAZVVL128F930FD4D,SOVCXUP12AB017E0E6,0.0
TRAZVYP128F1459AD9,SONUSLF12A6D4F7769,0.0
TRAZVKD12903CE88C1,SOWUARL12AC468AC3C,0.0
TRAZVMZ128F1476A87,SOCQFBK12A6D4F86DB,0.0
TRAZVEJ128F92EDA77,SOFIBPT12A6D4F65E1,0.0
TRAZVZX128F930C9A2,SOAYQTC12AB0182A48,0.0
TRAZVOH128F1468F8C,SOAMLOF12A6D4F8AE4,0.0
TRAZVVM128F92E0FEC,SOANMBZ12AAF3B5204,0.0
TRAGCMO12903CE20CD,SONJFLA12AB018BB67,0.0
TRAGCYG128F428C517,SOWRBWU12A8C13969D,0.0
TRAGCED128F9355912,SOJKLCP12AB0183BA1,0.0
TRAGCSY128F14546B1,SOBCTDP12A6D4F7602,0.0
TRAGCKB128F92E9BCA,SOMSHEH12AB017BA1F,0.0
TRAGCUZ128F92E6E26,SOAGRCT12AAF3B5E13,0.0
TRAGCXQ128F426BDD9,SOIGNJY12A8C13AE1A,0.0
TRAGCVM128F92F33FF,SOYTIQH12AB0181485,0.0
TRAGCRL128F4254E80,SOMLAJJ12A8C138EAC,0.0
TRAGCTZ128F4290974,SOXAOIN12A8C138D34,0.0
TRAGCSE128F425FE4B,SOMLFVN12A8C136135,0.0
TRAGCDN128F932855A,SOAKDML12AB018208C,-0.3125
TRAGJPA128F92F9665,SOUATDY12AB0185157,0.0
TRAGJFW12903C9D027,SOCCMDY12AB01877A8,-0.030130853994490364
TRAGJQZ128F9302ADA,SOIMYXI12AB018106C,0.0
TRAGJGX12903CB3F2F,SOFORRV12AB01840C4,0.0
TRAGJOX128F932551E,SOWFOMV12AB017D884,0.0
TRAGJEF128F92E367E,SOBEWIS12AB0182D75,0.0
TRAGJQL128E078E840,SOBRUSQ12A6701DF34,0.0
TRAGJXQ128F148E23D,SOICIZT12A6D4F6751,0.0
TRAGJQS12903CC9CD0,SOTBVCU12AB0187B3C,0.0
TRAGJNI128F9304EF4,SOTKEUY12AB017E3E3,0.0
TRAGJGZ128F421EE19,SODVIWU12A6D4FCDA6,0.0
TRAGJYM128F934B753,SOICTFT12AB0187B69,0.0
TRAGJZP128F424A16F,SOQSXNC12A8C133130,0.0
TRAGIMU12903D1201D,SOFEOPN12AC468D446,0.0
TRAGIJH128F4280F72,SOJIDXQ12A58A7EC7A,0.0
TRAGIJM12903D11E62,SOZEQVC12AC468E38B,0.0
TRAGIGX12903CF3AD4,SOWXEIB12AC90756AC,0.0
TRAGIPY128F422D10B,SOTREAP12A8AE46FE2,0.0
TRAGIKK128F42424EF,SOXZWTN12A58A7C2A4,0.0
TRAGHDO12903CD9736,SOTYGMX12AB018A0BA,0.0
TRAGHLT12903CAC941,SOWORNS12AB018C280,0.0
TRAGHKK128F93240D1,SOKKSSP12AB0183B30,0.0
TRAGHJX128F426F76F,SOJGCRU12A8C1323B7,0.0
TRAGHID128F93156AF,SOFPSXO12AB017E22C,0.0
TRAGHHH12903CD1137,SOPMPSP12AB0186961,0.0
TRAGHTH128F92F676E,SOUDMHF12AAF3B4AB9,0.0
TRAGHGU128F92CC064,SOIQYOV12A8C143ED6,0.0
TRAGHBO128F92D8C9E,SOWPNDT12A8C145BB6,0.0
TRAGHCM128F9333324,SOJUJQF12AB0186EDE,0.0
TRAGHSE128F14743B2,SORXWXC12A6D4F87B3,0.0
TRAGHBP128E0793AF7,SOGMROZ12A679D8AE9,0.0
TRAGHCZ12903CEC3EF,SOYYADY12AC468EBDA,0.0
TRAGXNT12903CEB1B9,SOSWZOB12A58A7E693,0.0
TRAGXDW128F933843F,SOORQPU12AB0188E50,0.0
TRAGXBP128F42311F4,SOCKOBC12A81C238AE,0.0
TRAGXBL12903CF2C9A,SOVKAUG12AC468672A,0.0
TRAGXNU128F932C7D8,SOINJPD12A6D4F8726,0.0
TRAGXHN128F933F557,SOOZSTX12AB01842AA,0.0
TRAGXUZ128F9311745,SODREXM12AB017C1E8,0.0
TRAGXBC128F148E5CC,SOLVUWT12A6D4FA589,0.14583333333333334
TRAGXKH128F428BD2F,SOWROAS12A8C14258B,0.0
TRAGXBL128F149EBA2,SOUHVMV12A58A7C4D9,0.0
TRAGXAI128F4279B2B,SOMCTKM12A8C138B86,0.0
TRAGOVG128F42A963D,SOKQDCS12AF72A920F,0.0
TRAGOEW128F427A209,SOEYFIJ12A8C13E773,0.0
TRAGOJT128F930735A,SONBEXJ12AB0182AC8,0.0
TRAGOUB128F42369BA,SOLXNRC12A81C21193,0.0
TRAGOEA128F1456EAA,SOJLKEV12A6D4F5BEF,0.0
TRAGOJJ128EF3669D8,SOIMTBN12A6D4F56FA,0.0
TRAGOVH128F42480F5,SORPCNQ12A8C136BB9,0.0
TRAGOQJ128F92F44ED,SODXUDI12A8C1408A2,0.0
TRAGONI128F4292FAE,SOCJFFQ12A8C13E02A,0.0
TRAGOKC128F42472B9,SOEEOUU12A8C1350F4,0.0
TRAGOMV128F4274745,SOLIWUR12A58A7D769,0.0
TRAGMXK128F9305A50,SOHAVVY12A8C1422E6,0.0
TRAGMAD128F429AEA4,SOWTXWG12A8C13C228,0.0
TRAGMTY128F4260063,SODWDRX12A8C136E77,0.0
TRAGMKE128E078543E,SOILKMT12A6702015A,0.0
TRAGMXM128F934AA30,SOJSSDR12A8C142EE5,0.0
TRAGRHC128F933E939,SOWJAVO12AB0180222,0.0
TRAGROY128F92D2C53,SOKUXFH12A8C145EF7,0.0
TRAGRRP12903CD2911,SOYZHTW12A58A7DAD9,0.0
TRAGRIH128F426FE32,SOJKNYV12A8C133E9C,0.0
TRAGRBP128F422B80A,SOALFBA12A81C20681,-0.3125
TRAGRWL128F92FA2F6,SOPUUCZ12AB0180B3B,0.0
TRAGRLY128F1466214,SOHTCQC12A6D4F49CA,0.0
TRAGRHF128F4295A42,SOOGGUS12A8C138B27,0.0
TRAGYDZ12903D0957F,SOLTZIT12A58A7B9BC,0.0
TRAGYML128F4286683,SOVKBMW12A8C140754,0.0
TRAGYJM128EF3466D2,SOZRIFJ12A67ADA4BE,0.0
TRAGYEF128F426DF61,SORAVAX12A8C137A3B,0.0
TRAGYPG128F9326C28,SOJULNT12AB018486A,0.0
TRAGYKT128F92F5D8A,SOKVYHL12AAF3B48A5,0.0
TRAGYBS128F4227AD5,SOQDCHV12A6D4FC12D,0.0
TRAGYRZ128F429AB6B,SOQMIXU12A8C13C915,0.0
TRAGYMA128EF34B55E,SOCHPTV12A6BD53113,0.0
TRAGYLX128F427C5EC,SOIVHOS12A8C13759D,0.0
TRAGYXL128F92F9FCB,SOPVFQR12AB0182066,0.0
TRAGYXF12903CC55B2,SOHTPLG12AB0185DF3,0.0
TRAGAVB128F932585E,SOZIGEW12AB0183C28,0.0
TRAGACJ128F427118C,SONJXBM12A8C13C358,0.0
TRAGAPY128F92F5DDE,SOJRJDG12AF72A7B93,0.0
TRAGACV128F1474DEC,SOOTRFL12A6D4F5428,0.0
TRAGAVU128F427E6E0,SOCVAQV12A8C13627A,0.0
TRAGALM128F4236C86,SOESUUA12A58A7BA05,0.0
TRAGAQX128F429ABFE,SOBWIWM12A8C13BA6D,0.0
TRAGAAF128F9338911,SOFUWDG12A8C142F6D,0.0
TRAGAGQ128E0781352,SOHJRZY12A63110838,0.0
TRAGARS128F427216A,SOTNNLV12A8C1344BF,0.0
TRAGALB128EF3676EC,SOCNGFJ12A6D4F6DFD,0.0
TRAGAVF128F424829B,SOHCBTN12A8C134568,0.0
TRAGANK128F428A5CD,SOHLRVJ12A8C13A9A2,0.0
TRAGADP128EF341C7F,SOVZVNF12A67ADA382,0.0
TRAGAHW12903CA6DBE,SOQTSEB12AB01884A0,0.0
TRAGBMD128F429AB9D,SOXVMXO12A8C13EAFA,0.0
TRAGBOR128F92E1064,SOAWTOB12AAA15DA18,0.0
TRAGBPI128E0792998,SOIHJSD12A6701EB04,0.0
TRAGBOA128F4232A6E,SOCPWZF12A8C1359F0,0.0
TRAGBHV128F4295074,SOHJYGD12A8C13CF7F,0.0
TRAGBBI128F4261828,SOMCIIM12A8AE49622,0.0
TRAGBND128F92FC400,SOIRHHH12AB01807F0,-0.02281021897810219
TRAGNMP128F92EFD64,SODLFHM12A8C1432E9,0.0
TRAGNGY12903C9CD76,SOZFZMX12AB018BE08,0.0
TRAGNXF128F933A80E,SOJMVGG12AB018AF5C,0.0
TRAGNYU128F42246AC,SONOEAE12A6D4FB32B,0.0
TRAGNFZ12903CD04C2,SONVMQR12AB018688B,0.0
TRAGNQK12903CCB987,SOSBBAV12AB018F27C,0.0
TRAGNOK12903CE7FF6,SOMHHCX12AC468AB2E,0.0
TRAGNAX128F9313AE8,SOFESEK12AB017FA56,0.0
TRAGNCM128F92EF1E8,SOCHXHX12A8C143E1A,0.0
TRAGNUI128F1471068,SOJBTDV12A6D4F776A,0.0
TRAGNOH128F42A87FF,SOHBATX12A8C14009F,0.0
TRAGNBQ128F149CB93,SOYVCJU12A67AD8617,0.0
TRAGSZA128F146A11A,SOCDZDT12A6D4F8F73,0.0
TRAGSJQ128F149EF8D,SOELMDY12A6D4FB18A,0.0
TRAGSWQ128F428109C,SOTYBQB12A8C139F0C,0.0
TRAGSFU12903D0D340,SODXVQZ12AC468707A,0.0
TRAGSNG12903CB73C8,SOSWYWM12AB018A072,0.0
TRAGSIX128F92E0933,SOUWONL12A8C13EA27,0.0
TRAGSQU128F145693D,SOIIZIX12A6D4F799D,0.0
TRAGSKH12903CCCAA9,SOKVKEC12AB0186B68,0.0
TRAGSOA128E078F934,SOQUGRT12A6701DD47,0.0
TRAGSJK128F1491F0A,SONDAME12A6D4F9352,0.0
TRAGSIT128F426F746,SODRLDV12A8C13D25E,0.0
TRAGSGF128E0780CA7,SOEHTZE12A6310F0F2,0.0
TRAGSWL12903CF67CB,SOGDJTG12AC960A37D,0.0
TRAGFVT128F92ECB5D,SONWVYC12A58A7DB0C,0.0
TRAGFPP128E078F34C,SOJCBAM12A6701FD04,0.0
TRAGFDW128F14682F5,SOWWEWC12A6D4F8A87,0.0
TRAGFDW128F933A421,SOWOKYQ12AB018637E,0.0
TRAGFUR128E078B8B3,SOLYAFD12A6702090E,0.0
TRAGFSV12903CE532D,SOYFMKG12A58A80C70,0.0
TRAGFOI128F428E060,SOODNBV12A8C139FC7,0.0
TRAGFIS128F14947B0,SOGEQKA12A6D4FA27C,0.0
TRAGFJM128F427E764,SOBJOLG12A8C13CC69,0.0
TRAGFQG128F42418D5,SOJEEKG12A8AE48C77,0.0
TRAGDFG128F42934A0,SOCDZMU12A8C13C256,0.0
TRAGDWI128F92D84B0,SOCYBQD12A8C143029,0.0
TRAGDAF128F92F928C,SODIRMS12A8C140C52,0.0
TRAGDEA128F4279040,SOQRFVZ12A8C13A4C6,0.0
TRAGDCN128F92F9050,SOAZRCH12AB017A84D,0.0
TRAGDDC128E0788279,SOZFHFF12A6701E914,0.0
TRAGDVU12903CDCD8B,SOCEKJL12AAFF44A8E,0.0
TRAGDPH128F9344020,SOFMQDK12AF729D3C8,0.0
TRAGDPS128F145F8EE,SOKEBYL12A6D4F6FBF,0.0
TRAGDRH128F93182E1,SOQTSEW12AB0180ED2,0.0
TRAGDDL128F4248973,SOAHFGP12A6D4FB62E,0.0
TRAGDOT128F422F342,SORVXFP12A81C22116,0.0
TRAGDKW12903D0E755,SOAGRTC12AC468B954,0.0
TRAGDLM128F4233397,SOKNFFM12A81C216F3,0.0
TRAGDYS12903CF569B,SODXHIZ12A58A7A889,0.0
TRAGEVS128F145FEAD,SOXAUYW12A6D4F7DAB,0.0
TRAGEXH12903CB4C10,SOQYGKF12A6D4F77EC,0.0
TRAGEQI128F429154D,SOZGZSN12A8C1407E3,0.0
TRAGETA128F4272C38,SOSSUGT12A8C138F9F,0.0
TRAGEXW128F427A405,SOWBHDA12A58A7A398,0.0
TRAGEAS128F4258B9E,SOCLAFZ12AF72A6D7F,0.0
TRAGEPD128F4247B81,SOQYRCZ12A6D4FC618,0.0
TRAGEHE128F423E5A1,SOFNFIL12A8AE47377,0.0
TRAGEFB128F92C6CA9,SODMLAB12A8C1441D2,0.0
TRAGEFP128F429B217,SOMRWKM12A8C13AEC9,0.0
TRAGEMO128F9306A84,SOTURND12AB0183FF9,-0.03449408672798949
TRAGEVR128F4276B92,SOXHSTL12A8C13B5A6,0.0
TRAGLHT12903CCDB86,SOHORIU12AB018C2FC,0.0
TRAGLRX128F932A5A3,SOSNMKX12AB018827B,0.0
TRAGLST128F92D93E1,SOYORWN12A8C144436,0.0
TRAGLEQ128F934055A,SOAQQHI12A58A78FA5,0.0
TRAGLUL128F426F94C,SORCVJY12A8C13CB1B,0.0
TRAGLKL12903CEDE95,SOGXFXZ12A8C132E70,0.0
TRAGLZM128F931C995,SOFHWIG12AB01855B5,0.0
TRAGLXF128E078703E,SOEUEUI12A6701E4AB,0.0
TRAGLCK12903CDD07F,SOHTRFS12AC9E13420,0.0
TRAGLMS128F425FE0A,SOODQEF12A58A7AF5F,0.0
TRAGLAE12903CFFEED,SOKJYBX12AF72A900B,0.0
TRAGLAG128F14ADD03,SOGYBIX12A6D4FB5B8,0.0
TRAGLSU128F145FFB2,SOAXBAE12A6D4F79C3,0.0
TRAGLFC12903CA6A5D,SOFWVMI12AB018A50D,0.0
TRAGLSM128F42253BF,SOMVRPL12A81C20EAC,0.0
TRAGLXV128F42601B8,SOZICZX12A8C136A61,0.0
TRAGLUU12903D024F2,SOZUAJB12AB017CE56,0.0
TRAGLFE128F428566B,SORIWFK12A8C137A62,0.0
TRAGLTB128F9360F00,SOHUJXE12AB018ADD3,0.0
TRAGPFL128EF342E1D,SOMSUOA12A67FFB3A1,0.0
TRAGPKF128F427B439,SOZSAZR12A8C13E9EF,0.0
TRAGPEA128F422B47E,SOKUBEF12A6D4FA3B8,0.0
