"","V1","V2","V3","V4","V5"
"526","ARDHKHJ1187B9B62EA",31.1689,-100.07715,"TRACSFC12903CEAF33","Steve Wilson"
"527","ARDHWW41187B9A86B0",43.07295,-89.38669,"TRBBHFE12903CA5EEB","Paris_ Texas"
"528","ARDINVM1187B98A6C1",48.69173,2.29005,"TRAMLQC128F429222A","Marc Lavoine"
"529","ARDIP5S1187FB57056",27.9758,-81.54106,"TRAFZKY128EF36588B","Diamond D"
"530","ARDK0551187FB5AC48",31.30627,-96.89774,"TRAHZIL12903CF1DC2","Blind Willie Johnson"
"531","ARDK5LC1187B9AB681",35.36302,-89.77895,"TRABPAG128F92E2D80","Bobby Bland"
"532","ARDK6QW1187B9B8D85",53.93063,-1.20788,"TRARPOL128F92F5973","UK Subs"
"533","ARDKSWK1187B99092B",52.88356,-1.97406,"TRAHCZO128F933EA9B","Stan"
"534","ARDL6T21187FB36FDD",29.89932,-93.92938,"TRACPVU128F933FDD5","C.J. Chenier"
"535","ARDM8331187B9B947E",-34.60852,-58.37354,"TRAYSUA128F9338AD8","Pedro Aznar"
"536","ARDMKKB1187B9A0EDA",31.1689,-100.07715,"TRAKYDL128F9349254","Très"
"537","ARDMPZU1187B99A472",51.50632,-0.12714,"TRAUDZF128F147217A","Light Of The World"
"538","ARDNBQU1187B9B6DC2",45.49441,-114.14328,"TRALZIG12903CBCD0C","Kieran"
"539","ARDNQ0R1187B9BA1EF",29.95369,-90.07771,"TRARVMO128F427DF04","Lonnie Johnson"
"540","ARDNS031187B9924F0",32.67828,-83.22295,"TRAJNWY128F1453771","Tim Wilson"
"541","ARDP3WW1187FB3D28C",45.4215,-75.69189,"TRAUDHC12903CE6B13","Sue Foley"
"542","ARDPFGP1187B98A58A",59.33217,18.06243,"TRAJGCA128F9306CFF","Concretes"
"543","ARDPTGD1187B9AD361",36.87652,-89.58828,"TRAHKGQ128F1458CAB","Brand X"
"544","ARDPZFB1187B9A91C3",49.89942,-97.14074,"TRAHXOI128F93254C8","Gisele MacKenzie"
"545","ARDQ9AP1187B9BA3F6",42.31256,-71.08868,"TRAIGNN128F9326AB4","Killswitch Engage"
"546","ARDTECS1187FB538C0",42.93896,-74.18893,"TRAJRBF12903CDCA3F","Symphony in Peril"
"547","ARDUWD61187FB58F58",32.78115,-79.9316,"TRATOQD128F9336A53","Alphonse Mouzon"
"548","ARDW5AW1187FB55708",42.78668,-96.92803,"TRAYYGG128F1483C70","Shawn Colvin"
"549","ARDXWVZ1187B9B52F1",40.71455,-74.00712,"TRASZAS128F427CC7F","Michael Whalen"
"550","ARDY3451187B9A0226",38.68193,-84.59431,"TRAYMFR12903D09540","Skeeter Davis"
"551","ARDYMTV122ECCBC383",-0.02435,37.90395,"TRAUKQD128F932C66D","Samba Mapangala and Orchestra Virunga"
"552","ARDZQ5U1187B9ADEAE",37.8695,-122.2705,"TRAZSCZ128F42554F4","John Fogerty"
"553","ARE0OLY1187B9AD19F",40.79263,-73.80817,"TRACBVI12903D0C406","Jesse Malin and The St. Marks Social"
"554","ARE0X5X1187B993A86",42.32807,-83.7336,"TRAUARF128F9337BD4","Midwest Product"
"555","ARE13NK1187FB4CF92",51.50632,-0.12714,"TRAMNGQ128F92F56EE","Alternative TV"
"556","ARE17W51187FB5381B",51.50632,-0.12714,"TRACJOQ12903CBBB64","Rui Da Silva"
"557","ARE1N571187B98A47D",51.50632,-0.12714,"TRAATWQ12903CC5BA8","Prozak"
"558","ARE26EG1187B990AEF",51.77045,0.64255,"TRASUDV128F42B86FB","Sunscreem"
"559","ARE2QID1187B98FA19",35.74595,-89.53176,"TRAIRHS128F4287576","Sleepy John Estes"
"560","ARE36MM1187B991E50",31.1689,-100.07715,"TRAHEII128F9307D9A","Blind Lemon Jefferson"
"561","ARE5OK11187FB450F1",39.73926,-89.50409,"TRANNLE128E07871BF","Viktor Krauss"
"562","ARE7AY71187FB53D26",62.19845,17.55142,"TRASNKG12903CFD2CB","Play"
"563","ARE815V1187B998A43",40.71455,-74.00712,"TRAETGI12903CBCC00","T-la Rock"
"564","ARE8LV21187B9B9A6B",34.05349,-118.24532,"TRAOXCO128F147830B","Shifty"
"565","ARE8V001187B994A56",30.2676,-97.74298,"TRBGXSP12903CD05DA","Guy Forsyth"
"566","ARE9SYU1187B9B9838",29.18752,-82.14039,"TRACISV12903D13877","Jerry Reed"
"567","AREB9421187FB458EF",35.472,-97.52033,"TRADWHL128F933E397","Tommy Overstreet"
"568","AREEMIN11F4C848971",52.1082,5.32986,"TRAAKSB128F934D73A","Gil Semedo"
"569","AREENKN1187B98F35D",40.71455,-74.00712,"TRAMXJC128F428E68F","Plasmatics"
"570","AREJXK41187B9A4ACC",46.71067,1.71819,"TRAXHQZ128F4278712","Raphael"
"571","AREKO1L1187B997EFE",55.70622,13.1876,"TRAYKKU12903CD21CB","The Radio Dept"
"572","AREKZKE11F50C4A7D8",44.7272,-90.10126,"TRAJJZZ128F930B88C","Rocker-T"
"573","ARELA4P1187B991507",31.1689,-100.07715,"TRACHOZ12903CCA8B3","Charles Williams"
"574","ARELMNO1187FB52929",38.03213,-78.47753,"TRAODAO12903CB24B8","Bottom Of The Hudson"
"575","ARELVCU1187B98F3E5",46.8132,8.22395,"TRAEJPC12903CD420E","Serpentine"
"576","AREMHJX1187FB41DAB",51.50632,-0.12714,"TRARTIV128F92F87F0","DJ Vix"
"577","AREN9121187B99D57A",40.71455,-74.00712,"TRBGXBT128EF34EB68","Elvira"
"578","ARENXFQ1187B996F17",39.95227,-75.16237,"TRAXUYT12903CCBF21","Ram Squad"
"579","AREOGMA1187B9908EF",37.77916,-122.42005,"TRAHPUC128F92D1EC3","Hot Tuna"
"580","AREOREU1187B99AACD",-41.28054,174.76714,"TRAIAFX128F92F7F4C","Rhian Sheehan"
"581","AREQ9AY1187FB40E19",37.97615,23.73641,"TRAKKWR128F9314A64","Spitfire"
"582","AREU6JB1187B9911D4",30.9742,-91.52382,"TRAFNNT128F92E4E81","Virtuoso"
"583","AREUIRT11F4C8408E6",52.50524,-1.81531,"TRAHGGG12903CEA033","Peter Spence"
"584","AREUMQS1187FB3AC8F",43.71371,13.22305,"TRAWPHN12903CBFDAF","Fabri Fibra"
"585","AREUUVW1187B99A697",40.7038,-73.83168,"TRBCGXN128F148C0CD","Paul Stanley"
"586","AREV0ZO1187B997221",32.77815,-96.7954,"TRAYQEY128F93145DC","Doyle Bramhall"
"587","AREVNQH1187B98FDDB",51.89834,-8.47277,"TRAWODX128F42AC413","Peter Gallagher"
"588","AREVWGE1187B9B890A",-13.442,-41.9952,"TRABCYE128F934CE1D","Bitter End"
"589","AREW0021187B9AF8F9",40.71455,-74.00712,"TRAIIDR12903D06335","Giuseppi Logan"
"590","AREW7CO1187B9A1B0D",34.05349,-118.24532,"TRAHZLK12903CA2DCA","Onesidezero"
"591","AREWQSE1187B9AEC6C",32.58507,-89.87374,"TRAHVBC12903CEF90F","The Jackson Southernaires"
"592","AREXM411187FB560C4",34.04597,-117.84881,"TRBADFE128F4222B3B","We Five"
"593","AREXX3T1187B989950",38.8991,-77.029,"TRAHKUS128F425ABD8","Scott Krippayne"
"594","AREY3RN1187B993C5F",29.95369,-90.07771,"TRACKWV128F934B6B0","Goatwhore"
"595","AREZBYP122C86758CC",40.99471,-77.60454,"TRATBFX128F4221186","Rusted Shut"
"596","AREZMPH11F4C83B364",35.83073,-85.97874,"TRARALS128F934F7C1","Everly Brothers"
"597","AREZWC61187FB52DCF",29.76045,-95.36978,"TRAPRGZ12903CB7132","Johnny Nash"
"598","ARF0COO1187B99B9EF",43.72233,-90.59239,"TRABXPR128F92F27FE","Cauterize"
"599","ARF1FZV1187B98C928",41.0981,-80.65079,"TRAFXAM128F9349349","Tiny Bradshaw"
"600","ARF1Q9B1187B9ADCC7",33.6671,-117.76505,"TRBGHJG128F428ADB4","Lit"
"601","ARF2EHS1187B994F4E",36.16778,-86.77836,"TRAIBXQ128F425E6A5","Kings Of Leon"
"602","ARF3FRP1187B9A77BF",62.19845,17.55142,"TRBAUFL128F429CD53","Groupa"
"603","ARF3L8J1187B9B7866",37.97615,23.73641,"TRACWNC128F42ABB99","Astarte"
"604","ARF3XJD1187FB38DE0",40.69214,-89.58776,"TRAGPKF128F427B439","Cristy Lane"
"605","ARF4V431187FB3AA41",27.94653,-82.45927,"TRAMPPX128F429BF75","Slim Whitman"
"606","ARF84A41187B9A34E7",37.87869,-121.94345,"TRAYZXR128F934858F","Rancid"
"607","ARF88UQ1187FB5A3E9",37.77916,-122.42005,"TRABFXR128F9350B92","Jay Tee & Baby Bash"
"608","ARF9BNW1187FB3F54B",35.68094,-85.77449,"TRBDFCT128F4285E05","Dottie West"
"609","ARF9N341187B9B9BFB",40.71455,-74.00712,"TRAYCUH128F9303485","Recluse"
"610","ARFCUN31187B9AD578",51.50632,-0.12714,"TRAADLN128F14832E9","The Rolling Stones"
"611","ARFEAZE1187B99A080",44.09319,12.39424,"TRATEWX128F427CCC1","Swim"
"612","ARFEV5S1187B99F2EA",56.95468,-98.30897,"TRANIJF128F422E570","Aeoliah"
"613","ARFFDZU1187FB50682",40.71455,-74.00712,"TRABTBA128F9312BD8","Alan Silvestri"
"614","ARFG66D1187FB536B6",40.71455,-74.00712,"TRAZQBG12903C9CE49","Junior M. A. F. I. A."
"615","ARFH6FT1187FB5BF47",39.49974,-111.54732,"TRAYYXC128F4254C91","T.O.K."
"616","ARFJD5L1187B9A30BA",21.51102,-77.80679,"TRACVGF128F4277847","Los Van Van"
"617","ARFK98R1187B9B0552",43.64856,-79.38533,"TRABIZY128F933C696","Pursuit Of Happiness"
"618","ARFKY7F1187FB3EFAC",52.88356,-1.97406,"TRBCACR128F425E727","Axe"
"619","ARFKYG51187FB4CE41",44.64616,-63.57392,"TRANZTY128F424D794","April Wine"
"620","ARFLD291187B9966AA",30.2676,-97.74298,"TRAGEFP128F429B217","Damita Jo"
"621","ARFN2TE11A348EFFB4",36.15398,-95.99277,"TRAFOKY128F92ED751","David Cook"
"622","ARFN3YG1187B9AD9F1",56.87546,24.6075,"TRAWFCM12903CBE6FA","Skyforger"
"623","ARFN4JN1187B98C627",-22.96566,18.48617,"TRBGJZN12903D0D2FC","Bedrock"
"624","ARFNJ4O1187B9A204B",52.47859,-1.9086,"TRASKYR128F930A576","Broadcast"
"625","ARFQ3191187B98AD2E",39.76618,-86.44105,"TRAFSLJ128F14913B0","Marion Harris"
"626","ARFQWAA1187FB3BACB",31.1689,-100.07715,"TRBEYPF128F92EA5E8","Julissa"
"627","ARFRKCM1187B99A041",35.33204,-96.92483,"TRAHHAY12903CD8B6F","Jamie Richards"
"628","ARFS01P1187B9A395A",42.17963,-72.92483,"TRAAOEH128F426A82F","Leland Martin"
"629","ARFTMGO1187B9A777A",43.64856,-79.38533,"TRAYXMZ12903CAB146","Percy Faith"
"630","ARFUSID1241B9C9462",44.41033,8.93889,"TRAHNXA128F92E57A9","Daniela Dessì"
"631","ARFVYJI1187B9B8E13",47.60356,-122.32944,"TRARQSD128F427E2AA","Pearl Jam"
"632","ARFXRHR1187B98FF09",32.34973,-90.45987,"TRBGPHG12903CE6CC3","Bo Carter"
"633","ARG03XQ1187B99A494",27.9758,-81.54106,"TRAKNRH12903CA189C","Dobby Dobson"
"634","ARG09R51187FB4D5C2",34.60515,-98.38983,"TRAHABN12903CBD3C5","Bryan White"
"635","ARG1FA61187B994921",41.0981,-80.65079,"TRAWGSI128F92D3E8D","Bobby Marchan"
"636","ARG36WO1187B9B3A9A",48.42831,-123.36451,"TRAGZBS128F931DF7C","Jeff Talmadge"
"637","ARG4K2W1187B99EA5D",38.00335,-79.77127,"TRAVBSQ128EF344B3C","Charles Aznavour"
"638","ARG53231187FB3982D",39.95227,-75.16237,"TRARODV128F1460DBC","The Starting Line"
"639","ARG99CA1187FB3D09A",38.8991,-77.029,"TRBFOLO12903CB2676","2XL"
"640","ARG9CID1187B9AB010",40.85251,-73.13585,"TRANDBY128F146E8CC","Taking Back Sunday"
"641","ARG9E8O1187B99AB4F",42.31256,-71.08868,"TRACFOV128F9340D81","Bury Your Dead"
"642","ARGBR4I1187B99D073",47.60356,-122.32944,"TRAMVMU128F4241923","Mudhoney"
"643","ARGC7FQ1187FB409CC",40.71455,-74.00712,"TRAIPWD128F4247FEF","Stew"
"644","ARGCFSQ122988F7D0B",40.19033,-82.66947,"TRBDFLD128F92D076F","Buckeye Politicians"
"645","ARGCY1Y1187B9A4FA5",36.16778,-86.77836,"TRAYSVT12903CA4037","Gloriana"
"646","ARGE4J31187B9B41EE",62.19845,17.55142,"TRAIXTR128F9352D40","Sofia Karlsson"
"647","ARGEKDX1187FB3A5BF",40.65507,-73.94888,"TRACXGV128F9349C63","Marcus Miller"
"648","ARGFFA01187B9A2D11",33.86404,-118.39535,"TRANQEQ128F428AD70","Pennywise"
"649","ARGH53H1187B9A5511",29.76045,-95.36978,"TRANWCP12903CF31D3","Cliff Bruner"
"650","ARGHPIE1187FB3CCDF",33.7621,-90.30507,"TRANZOR128F9307EFD","Fenton Robinson"
"651","ARGHV4C1187B995847",41.51776,-72.75753,"TRAJZII128F9358893","The Mustangs"
"652","ARGIABO1187FB4B3B5",35.32689,-83.80489,"TRAHVRW128F92F15FE","Ronnie Milsap"
"653","ARGJ0911187FB4613F",40.71455,-74.00712,"TRAOOQT128F148B557","Maria Muldaur"
"654","ARGK9MB1187FB37402",40.8448,-73.93585,"TRAOMQN128F9328043","MIMS"
"655","ARGKD4W1187B990E04",33.71197,-84.10599,"TRAYWSL128F4222D80","Brenda Lee"
"656","ARGKWSI11F50C488CC",38.50205,-117.02258,"TRAHQST128F9343EB6","Smidi Beats"
"657","ARGLOWN1187B99C06D",34.82353,-89.99726,"TRAXKLH128F4289138","North Mississippi Allstars"
"658","ARGMCPU1241B9C4C34",43.87165,-72.45165,"TRAUPBI128F4231325","Scott Ainslie"
"659","ARGMXQW1187FB54C34",-23.56287,-46.65466,"TRACAMS128F9307856","Eliane Elias"
"660","ARGNZOL1187FB5CE7C",37.27188,-119.27023,"TRAVGKM128F92C58B4","Fernando Ortega"
"661","ARGOLWM1187B98CEDE",43.7427,-84.62167,"TRAOSLL128F930687E","Commissioned"
"662","ARGP3GD1187B999801",37.80506,-122.27302,"TRANIJG128F92EFC9B","Tony Martin"
"663","ARGPFYP1187B98F5CB",39.75911,-84.19444,"TRAMCHM128EF365672","The Highwaymen"
"664","ARGQANQ11F50C4769E",37.87869,-121.94345,"TRAIAMS128EF34DC1B","Y&T"
"665","ARGR7431187FB3F3FB",48.88314,2.62879,"TRAMNDO128F9315128","Jacques Higelin"
"666","ARGS67J1187FB3FC1A",37.27188,-119.27023,"TRAHKNW128F9312CFD","Righteous Brothers"
"667","ARGSJW91187B9B1D6B",35.21962,-80.01955,"TRAODQE128EF34F51B","JennyAnyKind"
"668","ARGSJXS1187B994788",40.71455,-74.00712,"TRATPJK12903CBF745","Big Dee Irwin"
"669","ARGUACZ1187FB3F35C",41.68676,-85.97567,"TRAIKBB128F428AD73","Connie Smith"
"670","ARGV2PR1187B9AD702",41.90311,12.49576,"TRAVOBO128F422B7BC","Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer"
"671","ARGWFMR1187B98D0E7",-19.59634,-40.77105,"TRABPHE128F42A1E65","Cómplices"
"672","ARGXNS21187B999665",27.9758,-81.54106,"TRACOVO128F1470021","Tina Britt"
"673","ARGY96L1187FB410ED",39.95227,-75.16237,"TRAHQKP128F931FFD1","Jimmy McGriff"
"674","ARGYPFI1187FB3D997",60.3907,5.33275,"TRAPVFO128F9347D5B","La 5A Estacion"
"675","ARH0Z131187B9B69E9",40.8079,-73.9454,"TRAHJCI128F92FFB38","Kool Moe Dee"
"676","ARH0ZIQ1187B99EC94",37.77916,-122.42005,"TRAJGGB12903CEC83F","Cotton Candy"
"677","ARH24021187FB4DEA1",51.42721,7.66379,"TRAMTFQ128F9352EDB","Black Messiah"
"678","ARH3TXI1187FB3A486",36.16778,-86.77836,"TRAPFCP128F9307630","Kathy Troccoli"
"679","ARH42KA11C8A416880",37.77916,-122.42005,"TRAUQKE12903CBD5B5","Peloton"
"680","ARH4Z031187B9A71F2",40.73197,-74.17418,"TRACOIZ128F933E368","Faye Adams"
"681","ARH6S8I1187B9893FB",38.8991,-77.029,"TRBDAID128F92E88C6","The Allies"
"682","ARH8VT91187FB49CA2",45.7594,4.82897,"TRAWOPG128F92EF9A1","The Exciters"
"683","ARH9NBO1187FB43904",38.00335,-79.77127,"TRAROQL128F92F7E7D","David Taylor"
"684","ARHB1961187B9B1732",34.05349,-118.24532,"TRALETZ12903D0355E","Kofi"
"685","ARHBV1W1187B9B496C",30.2676,-97.74298,"TRBGZQZ128F427E394","Rachel Loy"
"686","ARHCHE61187B9AB217",30.23513,-92.26831,"TRBCYXJ128F42873C3","Harry Choates"
"687","ARHCUCR1187B98F589",-22.97673,-43.19508,"TRAQUVZ128F932B2B7","Geoff Muldaur"
"688","ARHG53Q1187B9ACBFC",32.67828,-83.22295,"TRBIGRU128F145B139","Alias"
"689","ARHI20L1187FB4C997",51.27172,-0.39535,"TRAYBNV128F92E272B","Jeff Beck"
"690","ARHIC3Q1187B9B1773",40.65507,-73.94888,"TRBDUAZ128F92D718A","Big Daddy Kane"
"691","ARHJJ771187FB5B581",51.59678,-0.33556,"TRALQWF12903CDE0ED","Screaming Lord Sutch"
"692","ARHK7A51187FB411D8",40.58751,-122.39293,"TRACGHL128F933FF2D","Roy Rogers"
"693","ARHKOPH11F919A768B",40.19033,-82.66947,"TRAJAPH128F4271357","Coffinberry"
"694","ARHL8SP1187B98F8A3",40.71455,-74.00712,"TRAXJBW128E0788652","Sick Of It All"
"695","ARHNMEZ11F50C4706C",35.83073,-85.97874,"TRAFNPA128EF34E7A7","Karen Peck And New River"
"696","ARHOCA51187FB39213",40.71455,-74.00712,"TRBHOMC128F427AEC5","Laura Leon"
"697","ARHONG11187FB3B120",29.78772,-95.82333,"TRAHCVT128F4282806","L.A. Guns"
"698","ARHP6H31187FB4A38C",27.9758,-81.54106,"TRAMQBK12903CDA356","DJ Icey"
"699","ARHPDQM1187FB3C318",31.15509,-95.96653,"TRARFXI128F1468CE3","Albert Collins"
"700","ARHRKTK1187B99E1D5",42.33168,-83.04792,"TRAXXJZ12903CF1731","Jackie Wilson"
"701","ARHRP6Q1187FB3F016",43.04181,-87.90684,"TRAAVOK12903CC4773","Buzzhorn"
"702","ARHRY5S1187B99B96F",32.61436,-86.68073,"TRAJCZE128E0785987","Static-X"
"703","ARHSAFX1187B98E89A",31.1689,-100.07715,"TRAYHUT128F421F870","Brian Keane"
"704","ARHSAXP11EB9C80B35",43.7427,-84.62167,"TRAFKPI128EF357763","Stewart Francke"
"705","ARHSNFO1187B993B7C",27.9758,-81.54106,"TRAXMMF12903CA3B15","Grant And Wilson"
"706","ARHT0B11187B993CB3",30.22032,-92.01705,"TRAWIRJ128F145C918","Eddy Raven"
"707","ARHTP2H1187B9A9A7F",43.58915,-98.44127,"TRAWUSX128F4288119","Migraine"
"708","ARHUQUF1187FB382E6",-29.21545,26.83776,"TRAOHPV12903CD02FF","T-Bone"
"709","ARHWO3N1187B98F196",39.10295,-94.58306,"TRBCBFV128E0795B94","Eugene McDaniels"
"710","ARHXIOW1187FB3AF67",37.4876,139.83829,"TRAXWGC128F428B8B2","The Mad Capsule Markets"
"711","ARHYYNT1187B9A3AB8",34.67747,135.50323,"TRAEJMB128F93461C9","Hiram Bullock"
"712","ARHZCG01187B99E4DE",39.95227,-75.16237,"TRACBQQ128F4263AEB","Stanley Clarke"
"713","ARI0PUX1187FB3F215",54.31392,-2.23218,"TRAAJYX128F4255568","Maxi Priest"
"714","ARI2JSK1187FB496EF",51.50632,-0.12714,"TRABAXR128F426515F","Nick Ingman;Gavyn Wright"
"715","ARI3BMM1187FB4255E",38.8991,-77.029,"TRAABYW128F4244559","Alice Stuart"
"716","ARI3GKM1187B9B7837",53.38311,-1.46454,"TRANSVK128F423842C","The Dylans"
"717","ARI4RPW1187B9B862D",-9.82491,-36.74328,"TRAIRVF128F932B0D6","Hermeto Pascoal"
"718","ARI4S0E1187B9B06C0",35.83073,-85.97874,"TRARJEM128F92E444D","David Arkenstone"
"719","ARI6NMB1187FB3FE1E",35.83073,-85.97874,"TRAWYWF12903CFCCA0","Jaime Jamgochian"
"720","ARI88U61187FB41C60",33.67466,-101.3878,"TRBDHZE12903CAACBF","Billy Walker"
"721","ARIA09I1187B9A6D6E",46.8132,8.22395,"TRASHAE128F933915A","Sportsguitar"
"722","ARIBU2J1187FB5B09F",35.72171,-77.91615,"TRAZOTK128F92F1536","Tarheel Slim"
"723","ARID33C1187FB4610A",34.16788,-111.9307,"TRBHDIZ128F9313AB3","David Rose"
"724","ARIDQH31187B9ACB84",56.65286,-3.99667,"TRBEXJN128F42B18D6","BMX Bandits"
"725","ARIF3EV1187B9B8522",43.00029,-107.55405,"TRAEJAC128F427FBDE","Paul Taylor / Terry Dexter"
"726","ARIF6IS1187B98FDEB",53.34376,-6.24953,"TRAYELV12903CB3BEA","Primordial"
"727","ARIFK6X1187B9ADA44",51.16418,10.45415,"TRAXOPF128F428B670","Will Ackerman"
"728","ARIG6O41187B988BDD",37.16793,-95.84502,"TRAMETQ128F426CB63","Richard Souther"
"729","ARIHI8H1187B9B0058",18.11526,-77.27348,"TRAXKZW128F933707A","Jackie Edwards"
"730","ARIHWZG11F50C50E1C",34.05349,-118.24532,"TRAJZDQ128F4260AC0","Vivian Khor"
"731","ARIIEQL1187FB5CE68",41.26069,-95.93995,"TRAILTA12903CB69A4","Buddy Miles"
"732","ARIIXHS11F50C48D0D",33.62646,-80.9474,"TRADCGZ128F424206F","Agency 1.9.9.4"
"733","ARIN12F1187FB3E92C",30.24216,-89.60586,"TRAOHYY128F932B1C9","Grant Geissman"
"734","ARIQ7ZV1187B9916C6",51.50632,-0.12714,"TRAYVVA128EF35F592","Loop Guru"
"735","ARIQD5J1187B98D8DC",31.1689,-100.07715,"TRAHSMY12903CE37E5","Kerson"
"736","ARIR1PS1187B9AFFFA",34.05349,-118.24532,"TRAIHYT128F9350C8D","Omni"
"737","ARIRD6J1187FB5A98C",18.01571,-76.79731,"TRAIDPY128F425E9D0","Sugar Minott"
"738","ARIS3CU1187B9B9423",37.16793,-95.84502,"TRALZPP128F423C41C","REX ALLEN JR."
"739","ARIT9Y51187FB364AE",54.49857,-114.99993,"TRAXLWW128F9312D64","The Irish Rovers"
"740","ARIUHYM1187B9AEAE4",39.17881,-96.56183,"TRACWFA128F4265BDF","Ultimate Fakebook"
"741","ARIW1BH1187FB4C94A",-37.81753,144.96715,"TRABUJF128F933ABF7","Architecture In Helsinki"
"742","ARIZODP1187B9AD272",54.89814,-1.53179,"TRANRGP128F1465737","Bryan Ferry"
"743","ARJ1OYE1187B9ACC2D",62.19845,17.55142,"TRAXFTO12903CAEA49","Ebba Forsberg"
"744","ARJ1W5M1187FB458F3",51.50632,-0.12714,"TRACNXU12903C9CDFF","Sweet"
"745","ARJ1YJV1187B9955DA",41.88415,-87.63241,"TRBFKON128F4296A52","Crucial Conflict"
"746","ARJ3DXR1187FB4F879",38.8991,-77.029,"TRAHAGF128F92EE1D5","Dirty Harry"
"747","ARJ3TAF1187FB4AAB1",37.27188,-119.27023,"TRAORZL128F9347BE1","David & Steve Gordon"
"748","ARJ7NR71187FB437B7",35.5953,-89.26212,"TRAPTXN128F424A172","Yank Rachell"
"749","ARJ8YLL1187FB3CA93",40.69626,-73.83301,"TRBCVOS128F92F037C","Morton Gould"
"750","ARJ8ZIQ1187FB3FB5A",40.11727,-88.20449,"TRAFQIV12903CFC000","Milo"
"751","ARJA1841187FB3A029",51.50632,-0.12714,"TRAHVUH128F4295249","David Bowie"
"752","ARJANQY1187B9A82F7",34.05349,-118.24532,"TRAZROZ128F42563E0","Leana"
"753","ARJAOPV1187B9A96D9",37.16793,-95.84502,"TRACTSM128F4221007","Javier Mendoza Band"
"754","ARJDR071187B98CBBB",38.62774,-90.19951,"TRBCQQH128E0791D0E","Barbara Carr"
"755","ARJDWAF122ECCBD2C9",46.71067,1.71819,"TRAKRSX12903C9D466","Jah Legacy"
"756","ARJFOC01187FB413A5",33.59233,-101.85587,"TRANWIK128F930CDE2","Delbert McClinton"
"757","ARJG2ID1187B9A767E",51.31476,-0.56623,"TRAXAAS128F146B741","The Jam"
"758","ARJH2E61187B9A1627",49.38426,-84.75627,"TRBEIKX12903CCAAE5","Clockwise"
"759","ARJIQLJ1187B998316",30.9742,-91.52382,"TRAOBQE128F42442CB","Long John Hunter"
"760","ARJIWJH1187FB3F6B9",34.14632,-118.24802,"TRABSKK128F421A902","Elvin Bishop"
"761","ARJJ8I01187FB4CE98",37.76509,-3.79068,"TRARPKM128F429A7A6","Joselito"
"762","ARJJGI41187B99C19B",53.93063,-1.20788,"TRAFAGF128F93184F8","Andréa"
"763","ARJMW6Z1187B989C3C",21.7866,82.79476,"TRAXDCY128F932ECDA","Asha Puthli"
"764","ARJPUZC1187B99A8F6",18.20904,-77.97559,"TRAJRMZ128F932DC12","Mike Brooks"
"765","ARJPZSG1187FB3E985",18.01571,-76.79731,"TRACOTY128F930BCFA","John Holt"
"766","ARJQ5JM1187FB486C7",35.83073,-85.97874,"TRATOKV12903CDDF0F","James Blackwood with The Light Crust Doughboys"
"767","ARJR7S11187FB36A2A",40.65507,-73.94888,"TRADRTD128F92DA070","The Forms"
"768","ARJRF841187B9B7F9A",48.20254,16.3688,"TRANKQG128F9308D2A","Max Steiner"
"769","ARJTX7M1187FB4CED3",52.88356,-1.97406,"TRAJTYX128F145AD24","Be Bop Deluxe"
"770","ARJUNZD1187B9A5DAE",34.07292,-118.39981,"TRAMSSA128F92F60D1","Herb Alpert And The Tijuana Brass"
"771","ARJV9031187B9AAFA1",49.38426,-84.75627,"TRAYICR128F4282520","Kyle Riabko"
"772","ARJVTRE1187B9959C0",40.71455,-74.00712,"TRAMPPS128F14A9068","Foghat"
"773","ARJW7KB1187FB47C36",43.21183,2.3584,"TRAKSPS128F933B3D9","Olivia Ruiz"
"774","ARJWDVS11F4C8456F1",35.83073,-85.97874,"TRBGRKJ128F4261513","Angela Lashley"
"775","ARK02331187B9A631E",43.7427,-84.62167,"TRAXVCK12903CA5AA9","Bambino_ Ivan Tirado"
"776","ARK0TRD1187FB3BDE5",51.45102,0.05102,"TRAUUQI128F92D8620","Bob Hope"
"777","ARK2P961187B9AD524",39.95227,-75.16237,"TRBCKNP128F4222D54","Britny Fox"
"778","ARK30AI1187FB3C777",40.71455,-74.00712,"TRAFNAH128F42A400D","Dive"
"779","ARK3KQ41187B9A64F0",-6.36821,34.88519,"TRAFZVZ12903CE7548","Ndala Kasheba"
"780","ARK7ZPW1187B99C170",40.71455,-74.00712,"TRAIIBP128F4252D20","Orchestra e Coro del Palacio de Bellas Artes Di Cittá del Messico_ Oliviero De Fabritiis_ Maria Call"
"781","ARK82DC1187B9A1FEB",38.59264,-90.35591,"TRABSNL128F92E2872","Gordon Jenkins"
"782","ARK8EHO1187B9B71D1",57.15382,-2.10679,"TRADDCY128F931C4E6","Shamen"
"783","ARK9TRQ1187B99C095",41.50471,-81.69074,"TRAILFA128EF349FE5","Nine Inch Nails"
"784","ARKAUWC122988EDAD8",40.71455,-74.00712,"TRBBTJG12903CD5B47","George Schuller"
"785","ARKBCZ91187B98F486",34.01156,-118.49229,"TRASIWH128F4234005","Coco Montoya"
"786","ARKBTAQ1187B9B4219",40.5725,-74.154,"TRARJLC128F9323715","David Johansen"
"787","ARKBTPV1187FB38A79",32.51461,-93.74727,"TRAUREN128F931F5AB","Faron Young"
