"","V1","V2","V3","V4"
"582",2005,"TRBCVKL128F92CE9EF","Sam Baker","I Can't Stand It"
"583",2005,"TRBCVXB128F429C17A","Samy Deluxe","Ain`t got nothing ( feat. David Banner & Eddy Soulo )"
"584",2005,"TRBDLDS128F429C171","Samy Deluxe","Sam und Bo_ N.E.O."
"585",2005,"TRACFZI128E0795424","Saosin","Bury Your Head"
"586",2005,"TRAWKPT128E0795428","Saosin","Bury Your Head (Acoustic)"
"587",2005,"TRAYYGT12903CB11CC","Scarlet's Remains","1492"
"588",2005,"TRBBLCU128F423C5DA","Seal","Prayer For The Dying (Live In Paris)"
"589",2005,"TRAXUBQ128F4242E2F","Seguridad Social","Soc Mediterrani"
"590",2005,"TRBEFAS128F4262569","Sensations","Superscout"
"591",2005,"TRBIJYB128F14AE326","Seventh Day Slumber","Shattered Life"
"592",2005,"TRABZCL128E0789AED","Shelby Lynne","Old Times Sake"
"593",2005,"TRABMYD128F428BD38","Shriekback","Reason With The Beast"
"594",2005,"TRAQWKC128F428BD2C","Shriekback","The Strongest Wind That Blows"
"595",2005,"TRABWFU128F425949F","Shy FX & T Power","Feelings"
"596",2005,"TRAAVOU128F422F292","Silverstein","Always And Never (Album Version)"
"597",2005,"TRBGULP128F422F290","Silverstein","Defend You (Album Version)"
"598",2005,"TRABISL12903D08B0D","Sizzla","Too much informa"
"599",2005,"TRAWGLP128F92DE5AD","Spongebob Squarepants","Ripped Pants"
"600",2005,"TRBAVCU12903CFDEFD","Spunk","Marbles"
"601",2005,"TRBALEH128E078B419","Static-X","Night Terrors (Album Version)"
"602",2005,"TRAVXII128F92FCC6D","Stephen Marley","Mind Control"
"603",2005,"TRBASHV128F92E5A7A","Stevie Ray Vaughan And Double Trouble","Ain't Gone 'N' Give Up On Love"
"604",2005,"TRBDWRY128F427991E","Stevie Ray Vaughan And Double Trouble","Tin Pan Alley (aka Roughest Place In Town)"
"605",2005,"TRABDSK128F42443F1","Story Of The Year","Swallow The Knife (Live) (Segue)"
"606",2005,"TRAWEST128F4242614","Story Of The Year","Meathead (Album Version) (Non-PA)"
"607",2005,"TRAXBFN12903C9D50E","Sub Focus","Juno"
"608",2005,"TRAAGKQ128F92EAF39","Suburbs","Monde De Fou"
"609",2005,"TRALZUL128F4236D23","Sugar Ray","Mean Machine (Remastered LP Version)"
"610",2005,"TRAJRBF12903CDCA3F","Symphony in Peril","Inherent Scars"
"611",2005,"TRAWBXQ128F149BF78","Talking Heads","Two Note Swivel (Unfinished Outtake)"
"612",2005,"TRBCGRI128F93355E9","Teenage Fanclub","It's All In My Mind"
"613",2005,"TRAOECP128F9302A6C","Test Icicles","What's Your Damage?"
"614",2005,"TRAAOIN128F9303790","Test Icicles","Snowball"
"615",2005,"TRAMARM128E0796A50","The All-American Rejects","Bite Back"
"616",2005,"TRBEONX128E0788D2B","The Blind Boys Of Alabama","New Born Soul"
"617",2005,"TRBCBOY12903CC66C6","The Five Stairsteps","Danger! She's A Stranger"
"618",2005,"TRAZLXH12903CF7D51","The Fray","She Is"
"619",2005,"TRAGKMU128F429757E","The High Strung","The Luck You Got"
"620",2005,"TRASYQQ128F425092B","The Killers","Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix)"
"621",2005,"TRAYKHZ128F145289F","The Mars Volta","Caviglia"
"622",2005,"TRBHCXP128F146D63B","The Presets","Are You The One?"
"623",2005,"TRBAMEV128F148C814","The Radio Department","I Don't Like It Like This"
"624",2005,"TRAJOLQ128EF346088","The Ruby Suns","Function Of The Sun"
"625",2005,"TRBHLDQ128F423EF10","The White Stripes","Blue Orchid"
"626",2005,"TRAQDZZ128F42AF66A","Three 6 Mafia","Let's Plan A Robbery"
